date, value
2014, 233.346512511
2014, 233.286987299
2014, 233.227477272
2014, 233.167982426
2014, 233.108502756
2014, 233.04903826
2014, 232.989588932
2014, 232.93015477
2014, 232.870735768
2014, 232.811331925
2014, 232.751943234
2014, 232.692569694
2014, 232.633211299
2014, 232.573868046
2014, 232.514539931
2014, 232.455226951
2014, 232.395929101
2014, 232.336646377
2014, 232.277378776
2014, 232.218126294
2014, 232.158888926
2014, 232.09966667
2014, 232.040459521
2014, 231.981267476
2014, 231.92209053
2014, 231.862928679
2014, 231.80378192
2014, 231.74465025
2014, 231.685533663
2014, 231.626432157
2014, 231.567345727
2014, 231.50827437
2014, 231.449218081
2014, 231.390176857
2014, 231.331150695
2014, 231.272139589
2014, 231.213143537
2014, 231.154162535
2014, 231.095196578
2014, 231.036245663
2014, 230.977309786
2014, 230.918388943
2014, 230.85948313
2014, 230.800592344
2014, 230.741716581
2014, 230.682855836
2014, 230.624010107
2014, 230.565179388
2014, 230.506363677
2014, 230.44756297
2014, 230.388777262
2014, 230.33000655
2014, 230.27125083
2014, 230.212510098
2014, 230.153784351
2014, 230.095073584
2014, 230.036377794
2014, 229.977696977
2014, 229.919031129
2014, 229.860380246
2014, 229.801744325
2014, 229.743123361
2014, 229.684517351
2014, 229.625926291
2014, 229.567350178
2014, 229.508789007
2014, 229.450242774
2014, 229.391711476
2014, 229.33319511
2014, 229.27469367
2014, 229.216207153
2014, 229.157735557
2014, 229.099278876
2014, 229.040837106
2014, 228.982410245
2014, 228.923998289
2014, 228.865601233
2014, 228.807219073
2014, 228.748851807
2014, 228.690499429
2014, 228.632161937
2014, 228.573839326
2014, 228.515531594
2014, 228.457238735
2014, 228.398960746
2014, 228.340697623
2014, 228.282449363
2014, 228.224215962
2014, 228.165997416
2014, 228.107793721
2014, 228.049604874
2014, 227.99143087
2014, 227.933271705
2014, 227.875127377
2014, 227.816997881
2014, 227.758883214
2014, 227.700783371
2014, 227.642698349
2014, 227.584628145
2014, 227.526572753
2014, 227.468532171
2014, 227.410506395
2014, 227.352495421
2014, 227.294499246
2014, 227.236517864
2014, 227.178551274
2014, 227.12059947
2014, 227.062662449
2014, 227.004740208
2014, 226.946832742
2014, 226.888940048
2014, 226.831062123
2014, 226.773198961
2014, 226.71535056
2014, 226.657516916
2014, 226.599698025
2014, 226.541893883
2014, 226.484104486
2014, 226.426329832
2014, 226.368569915
2014, 226.310824732
2014, 226.25309428
2014, 226.195378554
2014, 226.137677552
2014, 226.079991268
2014, 226.0223197
2014, 225.964662844
2014, 225.907020695
2014, 225.849393251
2014, 225.791780507
2014, 225.734182459
2014, 225.676599105
2014, 225.61903044
2014, 225.56147646
2014, 225.503937161
2014, 225.446412541
2014, 225.388902595
2014, 225.331407319
2014, 225.27392671
2014, 225.216460764
2014, 225.159009477
2014, 225.101572846
2014, 225.044150866
2014, 224.986743534
2014, 224.929350846
2014, 224.871972799
2014, 224.814609389
2014, 224.757260612
2014, 224.699926464
2014, 224.642606942
2014, 224.585302041
2014, 224.528011759
2014, 224.470736091
2014, 224.413475034
2014, 224.356228583
2014, 224.298996736
2014, 224.241779488
2014, 224.184576836
2014, 224.127388776
2014, 224.070215305
2014, 224.013056418
2014, 223.955912112
2014, 223.898782383
2014, 223.841667227
2014, 223.784566641
2014, 223.727480621
2014, 223.670409164
2014, 223.613352265
2014, 223.556309921
2014, 223.499282128
2014, 223.442268882
2014, 223.38527018
2014, 223.328286018
2014, 223.271316393
2014, 223.2143613
2014, 223.157420736
2014, 223.100494697
2014, 223.043583179
2014, 222.98668618
2014, 222.929803694
2014, 222.872935719
2014, 222.81608225
2014, 222.759243284
2014, 222.702418818
2014, 222.645608847
2014, 222.588813368
2014, 222.532032377
2014, 222.475265871
2014, 222.418513846
2014, 222.361776297
2014, 222.305053222
2014, 222.248344617
2014, 222.191650477
2014, 222.1349708
2014, 222.078305582
2014, 222.021654818
2014, 221.965018506
2014, 221.908396641
2014, 221.85178922
2014, 221.79519624
2014, 221.738617696
2014, 221.682053584
2014, 221.625503902
2014, 221.568968646
2014, 221.512447811
2014, 221.455941394
2014, 221.399449392
2014, 221.3429718
2014, 221.286508615
2014, 221.230059834
2014, 221.173625453
2014, 221.117205467
2014, 221.060799874
2014, 221.00440867
2014, 220.948031851
2014, 220.891669413
2014, 220.835321353
2014, 220.778987667
2014, 220.722668351
2014, 220.666363402
2014, 220.610072816
2014, 220.553796589
2014, 220.497534718
2014, 220.441287199
2014, 220.385054029
2014, 220.328835203
2014, 220.272630718
2014, 220.216440571
2014, 220.160264757
2014, 220.104103274
2014, 220.047956117
2014, 219.991823282
2014, 219.935704767
2014, 219.879600568
2014, 219.82351068
2014, 219.7674351
2014, 219.711373825
2014, 219.655326851
2014, 219.599294174
2014, 219.54327579
2014, 219.487271697
2014, 219.431281889
2014, 219.375306365
2014, 219.319345119
2014, 219.263398149
2014, 219.20746545
2014, 219.15154702
2014, 219.095642854
2014, 219.039752949
2014, 218.983877301
2014, 218.928015906
2014, 218.872168762
2013, 218.816335863
2013, 218.833877309
2013, 218.851420161
2013, 218.868964419
2013, 218.886510084
2013, 218.904057155
2013, 218.921605633
2013, 218.939155518
2013, 218.956706809
2013, 218.974259508
2013, 218.991813613
2013, 219.009369126
2013, 219.026926047
2013, 219.044484374
2013, 219.06204411
2013, 219.079605253
2013, 219.097167803
2013, 219.114731762
2013, 219.132297129
2013, 219.149863904
2013, 219.167432087
2013, 219.185001678
2013, 219.202572678
2013, 219.220145086
2013, 219.237718903
2013, 219.255294129
2013, 219.272870764
